car_id,brand,model,year,mileage,fuel_type,transmission,sale_month,zip_prefix,price,car_age
87,Ford,Model B,2025,16579.0,Diesel,Automatic,11,10,26763,1
88,Hyundai,Model A,2024,12667.0,Petrol,Automatic,9,1,19047,2
89,Dacia,Model B,2025,0.0,Diesel,Manual,4,20,15391,1
90,Fiat,Model C,2022,11661.0,Petrol,Automatic,1,1,14711,4
91,Dacia,Model B,2011,182133.0,Petrol,Manual,7,20,2885,15
92,BMW,Model B,2025,15365.0,Hybrid,Automatic,4,20,30343,1
93,VW,Model C,2025,0.0,Petrol,Automatic,1,30,29366,1
94,Audi,Model C,2023,28730.0,Diesel,Automatic,1,10,26492,3
95,Mercedes,Model A,2025,0.0,Petrol,Manual,9,10,27259,1
96,Hyundai,Model C,2022,50774.0,Hybrid,Automatic,6,30,22691,4
97,Toyota,Model C,2022,24250.0,Petrol,Manual,4,20,21213,4
98,Fiat,Model C,2021,59778.0,Petrol,Manual,11,30,10017,5
99,BMW,Model C,2002,250000.0,Petrol,Automatic,11,1,500,24
100,Hyundai,Model B,2010,195471.0,Petrol,Manual,6,20,6605,16
101,Mercedes,Model B,2003,250000.0,Petrol,Automatic,4,30,713,23
102,Mercedes,Model C,2024,279.0,Petrol,Automatic,7,1,25562,2
103,Honda,Model B,2020,70370.0,Diesel,Automatic,10,20,11358,6
104,Toyota,Model A,2022,27144.0,Petrol,Manual,1,20,18745,4
105,Honda,Model B,2025,11243.0,Petrol,Automatic,8,20,29366,1
106,Dacia,Model C,2018,79888.0,Hybrid,Automatic,9,1,7095,8
107,VW,Model C,2021,22184.0,Diesel,Automatic,11,20,15902,5
108,Toyota,Model B,2025,0.0,Petrol,Automatic,3,20,27860,1
109,Mercedes,Model A,2017,89543.0,Petrol,Manual,3,10,4066,9
110,Toyota,Model A,2007,236522.0,Petrol,Automatic,3,30,3707,19
111,Honda,Model C,2019,85517.0,Petrol,Manual,12,10,6320,7
112,Ford,Model A,2015,144357.0,Petrol,Manual,2,20,1896,11
113,Audi,Model C,2025,24804.0,Diesel,Manual,10,20,26415,1
114,Hyundai,Model C,2025,0.0,Petrol,Automatic,12,30,22870,1
115,BMW,Model A,2024,9172.0,Petrol,Automatic,12,20,27007,2
116,Ford,Model C,2025,0.0,Petrol,Automatic,6,1,28206,1
117,Ford,Model B,2025,0.0,Petrol,Automatic,11,1,21914,1
118,Audi,Model B,2016,80377.0,Diesel,Automatic,9,1,5612,10
119,Hyundai,Model B,2025,,Hybrid,Automatic,11,30,29756,1
120,Ford,Model B,2022,16716.0,Petrol,Manual,3,1,17023,4
121,Ford,Model B,2025,0.0,Petrol,Automatic,10,1,21319,1
122,Honda,Model B,2025,31736.0,Petrol,Automatic,8,30,23179,1
123,Fiat,Model B,2020,52359.0,Petrol,Manual,7,1,4164,6
124,VW,Model C,2011,170921.0,Petrol,Automatic,10,1,500,15
125,Toyota,Model C,2017,109599.0,Diesel,Automatic,4,1,500,9
126,Audi,Model B,2021,52204.0,Petrol,Automatic,1,30,15922,5
127,BMW,Model A,2025,4387.0,Hybrid,Automatic,7,30,29033,1
128,Mercedes,Model A,2025,0.0,Petrol,Automatic,4,30,32057,1
129,Dacia,Model A,2000,250000.0,Petrol,Automatic,4,1,500,26
130,Toyota,Model C,2022,21599.0,Petrol,Automatic,12,30,18071,4
131,Fiat,Model A,2021,60690.0,Diesel,Automatic,3,1,8581,5
132,Mercedes,Model B,2017,69877.0,Petrol,Automatic,3,20,12104,9
133,Toyota,Model A,2011,182566.0,Petrol,Manual,5,30,2355,15
134,Dacia,Model C,2020,38944.0,Petrol,Automatic,7,30,10337,6
135,BMW,Model A,2025,14439.0,Petrol,Automatic,11,20,30345,1
136,Ford,Model A,2020,54692.0,Petrol,Manual,3,20,13691,6
137,Fiat,Model B,2022,17521.0,Petrol,Manual,8,10,11135,4
138,Dacia,Model A,2025,8689.0,Diesel,Automatic,5,1,16322,1
139,Hyundai,Model B,2020,73931.0,Petrol,Manual,10,30,9748,6
140,Fiat,Model C,2025,0.0,Diesel,Manual,8,20,24179,1
141,VW,Model A,2025,3242.0,Diesel,Automatic,10,30,27572,1
142,Audi,Model C,2018,49723.0,Petrol,Manual,11,1,9488,8
143,VW,Model C,2022,16191.0,Petrol,Automatic,12,1,16125,4
144,Dacia,Model C,2020,79386.0,Petrol,Manual,12,1,9476,6
145,Honda,Model B,2019,68644.0,Petrol,Automatic,8,30,10905,7
146,Audi,Model A,2003,236066.0,Petrol,Automatic,8,1,2069,23
147,Ford,Model C,2023,13517.0,Diesel,Manual,2,30,16853,3
148,VW,Model C,2022,22148.0,Petrol,Automatic,2,10,16364,4
149,Audi,Model A,2005,237510.0,Petrol,Automatic,7,30,500,21
150,VW,Model C,2019,66438.0,Petrol,Manual,9,20,8179,7
151,Ford,Model B,2025,2683.0,Hybrid,Automatic,4,1,22536,1
152,Ford,Model C,2017,94958.0,Petrol,Manual,5,20,4685,9
153,Toyota,Model A,2014,152396.0,Diesel,Automatic,9,30,1770,12
154,Mercedes,Model A,2022,42368.0,Petrol,Manual,3,1,13793,4
155,Ford,Model A,2025,6865.0,Petrol,Automatic,7,30,24223,1
156,Ford,Model C,2018,101477.0,Hybrid,Automatic,7,1,6447,8
157,Toyota,Model A,2024,6168.0,Petrol,Automatic,12,20,21700,2
158,Toyota,Model C,2025,0.0,Petrol,Manual,6,20,26302,1
159,Toyota,Model B,2017,114104.0,Petrol,Automatic,3,10,5409,9
160,Honda,Model C,2025,2037.0,Diesel,Automatic,3,1,21730,1
161,Dacia,Model B,2020,62090.0,Petrol,Automatic,4,30,5474,6
162,Hyundai,Model A,2024,2500.0,Petrol,Automatic,4,20,22536,2
163,Fiat,Model B,2024,2747.0,Diesel,Automatic,10,20,17864,2
164,Honda,Model C,2022,48700.0,Petrol,Manual,8,20,15167,4
165,Honda,Model B,2009,206769.0,Petrol,Automatic,9,30,500,17
166,Audi,Model B,2025,,Petrol,Automatic,8,30,30141,1
167,VW,Model A,2020,71894.0,Petrol,Manual,7,30,12374,6
168,Toyota,Model B,2016,116535.0,Petrol,Manual,12,30,7721,10
169,VW,Model C,2004,250000.0,Diesel,Manual,11,10,500,22
170,Toyota,Model B,2023,6410.0,Petrol,Manual,3,30,17136,3
171,Mercedes,Model C,2024,30154.0,Petrol,Automatic,6,20,28877,2
172,Mercedes,Model C,2001,250000.0,Petrol,Manual,4,1,1013,25
173,Hyundai,Model B,2022,41549.0,Hybrid,Automatic,10,30,13491,4
174,Audi,Model C,2017,83939.0,Petrol,Manual,5,10,4554,9
175,Audi,Model C,2024,2110.0,Petrol,Automatic,9,30,20668,2
176,Fiat,Model B,2015,116457.0,Hybrid,Automatic,4,30,3733,11
177,VW,Model A,2024,0.0,Diesel,Manual,3,10,21723,2
178,Mercedes,Model C,2021,59967.0,Diesel,Manual,1,1,15392,5
179,Mercedes,Model A,2025,0.0,Petrol,Manual,12,10,27219,1
180,Audi,Model B,2013,145488.0,Petrol,Automatic,3,20,7008,13
181,Ford,Model A,2020,61987.0,Petrol,Automatic,11,1,6328,6
182,Hyundai,Model A,2011,,Petrol,Manual,11,20,3573,15
183,Audi,Model A,2025,0.0,Petrol,Automatic,3,1,30169,1
184,Fiat,Model C,2025,3835.0,Petrol,Manual,6,30,21821,1
185,Mercedes,Model A,2018,90430.0,Petrol,Automatic,11,1,5921,8
186,Audi,Model C,2024,8935.0,Diesel,Automatic,9,1,26371,2
187,Dacia,Model C,2025,10153.0,Diesel,Manual,5,10,17656,1
188,Mercedes,Model C,2023,22360.0,Petrol,Manual,12,10,18094,3
189,Fiat,Model C,2022,36204.0,Petrol,Manual,5,1,11555,4
190,VW,Model B,2018,87774.0,Diesel,Automatic,3,1,6220,8
191,BMW,Model A,2009,205904.0,Petrol,Manual,2,1,500,17
192,Honda,Model C,2025,0.0,Petrol,Manual,9,30,26110,1
193,Honda,Model C,2025,0.0,Hybrid,Manual,1,30,23064,1
194,Dacia,Model C,2024,1966.0,Petrol,Manual,11,30,14456,2
195,Toyota,Model A,2020,55017.0,Petrol,Manual,4,20,8780,6
196,Honda,Model B,2020,81393.0,Diesel,Automatic,5,30,17260,6
197,Mercedes,Model A,2025,8590.0,Petrol,Automatic,11,20,34665,1
198,Ford,Model C,2025,0.0,Petrol,Manual,11,1,26710,1
199,Audi,Model A,2025,0.0,Hybrid,Manual,6,10,29545,1
200,BMW,Model A,2025,5591.0,Petrol,Automatic,7,20,31472,1
201,Dacia,Model A,2024,0.0,Petrol,Manual,9,20,14890,2
202,Audi,Model B,2008,193119.0,Diesel,Manual,9,1,500,18
203,Mercedes,Model C,2015,140174.0,Petrol,Automatic,7,30,1030,11
204,VW,Model B,2025,0.0,Petrol,Automatic,11,30,20929,1
205,Hyundai,Model B,2023,38320.0,Petrol,Manual,11,10,11399,3
206,BMW,Model A,2000,250000.0,Petrol,Automatic,11,30,500,26
207,Mercedes,Model C,2010,168998.0,Diesel,Automatic,4,20,1481,16
208,BMW,Model C,2024,0.0,Diesel,Manual,4,1,22724,2
209,BMW,Model C,2000,250000.0,Petrol,Manual,2,30,3676,26
210,VW,Model C,2015,103670.0,Petrol,Automatic,11,1,5125,11
211,Ford,Model B,2023,25815.0,Petrol,Manual,1,1,15895,3
212,VW,Model C,2024,8915.0,Petrol,Automatic,2,30,21353,2
213,Honda,Model C,2024,17408.0,Petrol,Automatic,12,1,18363,2
214,Hyundai,Model B,2017,116954.0,Petrol,Manual,2,20,4238,9
215,Honda,Model C,2025,12262.0,Diesel,Manual,2,1,17329,1
216,Fiat,Model C,2017,103338.0,Petrol,Automatic,12,1,2637,9
217,Honda,Model A,2020,30509.0,Diesel,Automatic,4,1,7811,6
218,Hyundai,Model C,2025,6650.0,Petrol,Manual,12,1,24492,1
219,Toyota,Model A,2024,37839.0,Diesel,Manual,5,30,17016,2
220,Honda,Model B,2025,0.0,Diesel,Automatic,5,1,24485,1
221,Hyundai,Model A,2024,22340.0,Petrol,Automatic,2,20,24673,2
222,Mercedes,Model B,2023,21609.0,Petrol,Automatic,12,1,18475,3
223,Ford,Model C,2009,179253.0,Petrol,Automatic,10,30,989,17
224,VW,Model A,2020,72016.0,Petrol,Automatic,3,1,12546,6
225,Hyundai,Model A,2018,109645.0,Petrol,Automatic,10,20,3551,8
226,Ford,Model A,2018,95628.0,Petrol,Automatic,2,1,8847,8
227,Honda,Model B,2025,0.0,Petrol,Automatic,7,30,28924,1
228,Audi,Model A,2021,33847.0,Petrol,Automatic,4,30,15188,5
229,Fiat,Model C,2025,2169.0,Petrol,Automatic,11,1,20674,1
230,Toyota,Model C,2024,25097.0,Hybrid,Manual,7,10,21981,2
231,Hyundai,Model A,2025,,Petrol,Automatic,12,20,22729,1
232,BMW,Model C,2022,31644.0,Petrol,Manual,8,1,18206,4
233,Audi,Model B,2023,66330.0,Petrol,Manual,7,1,18535,3
234,Toyota,Model A,2022,52179.0,Petrol,Automatic,9,1,22877,4
235,VW,Model A,2016,125251.0,Petrol,Automatic,10,1,1241,10
236,Toyota,Model C,2025,0.0,Petrol,Manual,1,30,26075,1
237,BMW,Model B,2019,61392.0,Petrol,Automatic,7,1,7193,7
238,Mercedes,Model A,2002,250000.0,Petrol,Automatic,10,20,500,24
239,Audi,Model A,2024,0.0,Petrol,Manual,6,10,19661,2
240,Mercedes,Model C,2015,144005.0,Petrol,Automatic,1,10,5923,11
241,Audi,Model B,2025,21154.0,Petrol,Manual,1,1,26715,1
242,Hyundai,Model B,2025,0.0,Petrol,Manual,10,20,18512,1
243,Toyota,Model C,2025,26758.0,Petrol,Automatic,3,1,24266,1
244,Toyota,Model C,2020,59936.0,Petrol,Automatic,3,30,9100,6
245,Dacia,Model B,2001,250000.0,Petrol,Automatic,4,1,697,25
246,Honda,Model B,2025,2170.0,Petrol,Manual,2,20,21469,1
247,Fiat,Model B,2021,56642.0,Petrol,Automatic,1,30,11244,5
248,Toyota,Model A,2025,20998.0,Diesel,Automatic,11,30,30173,1
249,Toyota,Model C,2025,19164.0,Petrol,Automatic,4,10,26452,1
250,Toyota,Model B,2025,7660.0,Hybrid,Automatic,8,10,25138,1
251,Honda,Model B,2019,69882.0,Petrol,Automatic,11,20,11175,7
252,Ford,Model B,2021,55711.0,Petrol,Automatic,12,10,10641,5
253,Audi,Model C,2025,0.0,Petrol,Automatic,9,10,28849,1
254,Hyundai,Model A,2020,62282.0,Petrol,Manual,12,20,5418,6
255,Honda,Model A,2015,103360.0,Petrol,Manual,6,10,4010,11
256,BMW,Model C,2023,0.0,Hybrid,Manual,10,20,20133,3
257,Ford,Model A,2025,756.0,Petrol,Automatic,12,10,26224,1
258,Hyundai,Model B,2024,30934.0,Petrol,Automatic,1,10,17513,2
259,Audi,Model B,2023,37887.0,Diesel,Manual,4,20,21095,3
260,BMW,Model B,2009,190771.0,Diesel,Automatic,10,30,500,17
261,Hyundai,Model A,2023,50204.0,Petrol,Automatic,4,10,17445,3
262,Dacia,Model A,2025,0.0,Petrol,Automatic,1,30,24312,1
263,BMW,Model C,2014,,Hybrid,Automatic,11,30,5361,12
264,Dacia,Model C,2022,3268.0,Petrol,Automatic,3,20,14826,4
265,Toyota,Model B,2025,0.0,Petrol,Automatic,5,20,23700,1
266,Dacia,Model C,2025,12249.0,Hybrid,Automatic,12,10,26660,1
267,Ford,Model C,2024,743.0,Diesel,Manual,3,20,25871,2
268,Fiat,Model A,2025,6914.0,Petrol,Automatic,12,20,20887,1
269,Hyundai,Model B,2020,84694.0,Petrol,Manual,6,30,9903,6
270,BMW,Model C,2019,55498.0,Diesel,Manual,12,1,10213,7
271,BMW,Model C,2025,7177.0,Petrol,Manual,11,30,24099,1
272,Honda,Model A,2025,8084.0,Petrol,Manual,6,30,26897,1
273,Mercedes,Model B,2025,0.0,Hybrid,Automatic,12,1,30446,1
274,Honda,Model A,2025,20313.0,Petrol,Manual,8,30,18172,1
275,Dacia,Model A,2022,31684.0,Diesel,Manual,6,10,8723,4
276,Toyota,Model B,2022,30243.0,Diesel,Automatic,7,10,18295,4
277,Honda,Model C,2025,31674.0,Diesel,Automatic,1,1,25436,1
278,Toyota,Model A,2024,19841.0,Hybrid,Automatic,11,30,29121,2
279,Ford,Model B,2025,13879.0,Petrol,Automatic,4,30,27104,1
280,Mercedes,Model A,2025,,Diesel,Manual,4,1,26537,1
281,Audi,Model C,2025,0.0,Diesel,Automatic,9,10,23116,1
282,Fiat,Model C,2020,78747.0,Hybrid,Automatic,5,30,12739,6
283,Hyundai,Model A,2020,52471.0,Diesel,Manual,7,30,11127,6
284,Hyundai,Model C,2009,183830.0,Diesel,Automatic,6,30,749,17
285,Hyundai,Model A,2023,19920.0,Petrol,Manual,7,30,16866,3
286,Honda,Model A,2003,250000.0,Petrol,Manual,3,1,500,23
287,VW,Model B,2022,48332.0,Petrol,Manual,12,1,12768,4
288,Toyota,Model B,2023,28008.0,Petrol,Manual,8,10,18545,3
289,Mercedes,Model A,2019,64631.0,Petrol,Manual,3,1,13580,7
290,Toyota,Model A,2023,34117.0,Petrol,Manual,2,30,17455,3
291,Mercedes,Model A,2003,250000.0,Hybrid,Automatic,7,30,1743,23
292,Toyota,Model A,2003,250000.0,Petrol,Automatic,6,30,500,23
293,Toyota,Model A,2025,730.0,Petrol,Automatic,12,30,24609,1
294,Ford,Model B,2020,66951.0,Diesel,Manual,3,1,8115,6
295,Toyota,Model A,2012,161847.0,Petrol,Manual,12,30,4534,14
296,VW,Model B,2022,30551.0,Petrol,Automatic,10,1,22985,4
297,Honda,Model C,2025,12706.0,Petrol,Manual,6,30,24949,1
298,Fiat,Model A,2017,92664.0,Petrol,Manual,11,10,8473,9
299,BMW,Model B,2024,2175.0,Hybrid,Manual,11,10,31557,2
300,VW,Model B,2008,181979.0,Diesel,Automatic,9,30,647,18
301,VW,Model C,2005,250000.0,Diesel,Automatic,2,30,500,21
302,Dacia,Model C,2022,36185.0,Diesel,Automatic,3,1,14297,4
303,Toyota,Model C,2023,27163.0,Petrol,Automatic,8,1,21353,3
304,Toyota,Model A,2024,27687.0,Diesel,Automatic,4,10,21952,2
305,Mercedes,Model A,2025,0.0,Diesel,Manual,7,20,26715,1
306,Audi,Model A,2025,0.0,Hybrid,Automatic,8,10,32933,1
307,Honda,Model C,2022,37046.0,Petrol,Automatic,8,1,16573,4
308,Hyundai,Model B,2020,64619.0,Petrol,Manual,8,20,5644,6
309,Toyota,Model B,2025,0.0,Petrol,Automatic,5,1,24131,1
310,Mercedes,Model C,2019,94106.0,Petrol,Manual,3,30,13791,7
311,Audi,Model A,2021,10707.0,Petrol,Manual,7,10,15808,5
312,Mercedes,Model B,2007,232800.0,Petrol,Manual,7,20,2883,19
313,Fiat,Model B,2002,250000.0,Petrol,Manual,4,10,500,24
314,Fiat,Model B,2025,6851.0,Petrol,Manual,1,20,20759,1
315,Toyota,Model B,2025,0.0,Petrol,Automatic,3,1,26643,1
316,Audi,Model A,2024,31258.0,Petrol,Automatic,7,30,22628,2
317,Fiat,Model A,2021,32603.0,Hybrid,Automatic,7,1,17469,5
318,BMW,Model A,2015,112384.0,Diesel,Automatic,2,1,500,11
319,Ford,Model B,2015,117441.0,Petrol,Automatic,8,20,500,11
320,Fiat,Model A,2018,90111.0,Diesel,Automatic,6,1,1791,8
321,Honda,Model B,2023,33591.0,Petrol,Manual,9,20,12659,3
322,BMW,Model A,2025,13392.0,Petrol,Manual,12,1,27416,1
323,Audi,Model B,2024,24237.0,Petrol,Automatic,4,30,27003,2
324,Fiat,Model C,2019,75793.0,Petrol,Automatic,5,1,8572,7
325,BMW,Model A,2025,6238.0,Petrol,Manual,9,10,28532,1
326,Toyota,Model C,2025,0.0,Petrol,Manual,12,30,20948,1
327,Hyundai,Model A,2023,12734.0,Petrol,Automatic,7,1,20806,3
328,Hyundai,Model C,2023,37431.0,Diesel,Automatic,3,1,20075,3
329,Honda,Model C,2021,60558.0,Petrol,Automatic,12,20,11454,5
330,Audi,Model C,2018,94856.0,Hybrid,Automatic,6,1,9835,8
331,Ford,Model A,2020,52283.0,Petrol,Manual,6,30,10512,6
332,Audi,Model B,2025,13657.0,Petrol,Automatic,7,10,27293,1
333,Audi,Model B,2001,250000.0,Diesel,Automatic,4,20,500,25
334,Hyundai,Model B,2011,184160.0,Diesel,Automatic,10,10,1163,15
335,Mercedes,Model A,2004,248086.0,Petrol,Manual,9,10,2586,22
336,BMW,Model B,2004,250000.0,Petrol,Automatic,12,20,2244,22
337,Toyota,Model A,2025,0.0,Petrol,Automatic,3,10,28593,1
338,Honda,Model B,2025,26451.0,Petrol,Manual,8,30,20251,1
339,VW,Model C,2022,30578.0,Petrol,Manual,7,20,19299,4
340,Hyundai,Model C,2009,186307.0,Petrol,Manual,12,30,500,17
341,VW,Model C,2022,38922.0,Petrol,Automatic,1,10,16310,4
342,Ford,Model A,2022,25543.0,Petrol,Manual,10,30,14471,4
343,VW,Model C,2015,35674.0,Petrol,Automatic,8,30,6433,11
344,Audi,Model C,2021,36935.0,Diesel,Automatic,8,30,19165,5
345,Toyota,Model B,2021,37484.0,Diesel,Automatic,11,10,13602,5
346,Ford,Model A,2023,31303.0,Petrol,Automatic,8,1,14217,3
347,BMW,Model B,2024,0.0,Petrol,Automatic,9,1,26432,2
348,Toyota,Model C,2004,240477.0,Petrol,Manual,9,10,500,22
349,Toyota,Model C,2020,39408.0,Petrol,Automatic,1,20,14981,6
350,Honda,Model B,2024,4441.0,Petrol,Manual,2,30,23106,2
351,Honda,Model A,2022,55674.0,Diesel,Manual,5,1,12552,4
352,VW,Model A,2025,0.0,Petrol,Manual,9,1,20481,1
353,Honda,Model B,2024,1025.0,Petrol,Manual,1,1,20831,2
354,Fiat,Model B,2015,122908.0,Petrol,Manual,10,1,1395,11
355,Toyota,Model A,2007,210438.0,Petrol,Manual,3,30,521,19
356,Honda,Model C,2024,45422.0,Petrol,Manual,7,10,22555,2
357,BMW,Model C,2002,250000.0,Hybrid,Automatic,3,30,1080,24
358,Toyota,Model A,2023,29028.0,Petrol,Automatic,3,1,20467,3
359,Fiat,Model B,2025,14156.0,Petrol,Automatic,5,30,20576,1
360,Toyota,Model C,2023,37868.0,Petrol,Manual,12,20,15591,3
361,Audi,Model A,2021,51499.0,Petrol,Automatic,3,20,16460,5
362,Honda,Model C,2024,9583.0,Petrol,Automatic,1,30,26736,2
363,BMW,Model B,2021,,Petrol,Automatic,12,30,16139,5
364,Honda,Model C,2023,22503.0,Petrol,Manual,6,30,16332,3
365,Toyota,Model A,2025,0.0,Diesel,Manual,8,10,18797,1
366,Toyota,Model B,2021,,Hybrid,Manual,12,30,10244,5
367,Hyundai,Model A,2025,0.0,Petrol,Manual,10,30,18420,1
368,VW,Model A,2025,12324.0,Petrol,Automatic,10,30,23266,1
369,Honda,Model C,2016,,Diesel,Automatic,7,10,2476,10
370,Ford,Model A,2006,227914.0,Petrol,Automatic,9,10,2165,20
371,Hyundai,Model A,2010,176927.0,Hybrid,Automatic,12,20,500,16
372,VW,Model C,2001,250000.0,Petrol,Automatic,12,1,500,25
373,Mercedes,Model C,2009,164525.0,Petrol,Manual,8,10,500,17
374,Toyota,Model C,2024,0.0,Petrol,Automatic,2,30,21322,2
375,Toyota,Model B,2007,213958.0,Petrol,Automatic,12,10,500,19
376,Mercedes,Model C,2020,57037.0,Petrol,Manual,3,20,11978,6
377,BMW,Model C,2025,0.0,Petrol,Automatic,5,10,36021,1
